date,hour,cnt
2011-02-22,23,21
2011-02-23,0,6
2011-02-23,1,4
2011-02-23,2,1
2011-02-23,3,2
2011-02-23,4,0
2011-02-23,5,8
2011-02-23,6,36
2011-02-23,7,96
2011-02-23,8,235
2011-02-23,9,139
2011-02-23,10,51
2011-02-23,11,69
2011-02-23,12,67
2011-02-23,13,87
2011-02-23,14,78
2011-02-23,15,72
2011-02-23,16,94
2011-02-23,17,222
2011-02-23,18,209
2011-02-23,19,141
2011-02-23,20,109
2011-02-23,21,91
2011-02-23,22,61
2011-02-23,23,39
2011-02-24,0,11
2011-02-24,1,7
2011-02-24,2,4
2011-02-24,3,2
2011-02-24,4,0
2011-02-24,5,4
2011-02-24,6,58
2011-02-24,7,104
2011-02-24,8,252
2011-02-24,9,137
2011-02-24,10,57
2011-02-24,11,79
2011-02-24,12,95
2011-02-24,13,88
2011-02-24,14,69
2011-02-24,15,63
2011-02-24,16,71
2011-02-24,17,177
2011-02-24,18,137
2011-02-24,19,115
2011-02-24,20,89
2011-02-24,21,83
2011-02-24,22,55
2011-02-24,23,50
2011-02-25,0,9
2011-02-25,1,10
2011-02-25,2,3
2011-02-25,3,2
2011-02-25,4,0
2011-02-25,5,6
2011-02-25,6,11
2011-02-25,7,35
2011-02-25,8,73
2011-02-25,9,114
2011-02-25,10,49
2011-02-25,11,59
2011-02-25,12,115
2011-02-25,13,83
2011-02-25,14,85
2011-02-25,15,55
2011-02-25,16,102
2011-02-25,17,189
2011-02-25,18,157
2011-02-25,19,90
2011-02-25,20,62
2011-02-25,21,63
2011-02-25,22,50
2011-02-25,23,39
2011-02-26,0,28
2011-02-26,1,27
2011-02-26,2,12
2011-02-26,3,8
2011-02-26,4,2
2011-02-26,5,10
2011-02-26,6,7
2011-02-26,7,22
2011-02-26,8,57
2011-02-26,9,74
2011-02-26,10,85
2011-02-26,11,126
2011-02-26,12,160
2011-02-26,13,174
2011-02-26,14,211
2011-02-26,15,165
2011-02-26,16,171
2011-02-26,17,183
2011-02-26,18,137
2011-02-26,19,94
2011-02-26,20,68
2011-02-26,21,68
2011-02-26,22,46
2011-02-26,23,34
2011-02-27,0,34
2011-02-27,1,37
2011-02-27,2,22
2011-02-27,3,11
2011-02-27,4,2
2011-02-27,5,0
2011-02-27,6,3
2011-02-27,7,14
2011-02-27,8,35
2011-02-27,9,59
2011-02-27,10,103
2011-02-27,11,125
2011-02-27,12,193
2011-02-27,13,259
2011-02-27,14,282
2011-02-27,15,261
2011-02-27,16,268
2011-02-27,17,187
2011-02-27,18,127
2011-02-27,19,102
2011-02-27,20,81
2011-02-27,21,69
2011-02-27,22,69
2011-02-27,23,59
2011-02-28,0,30
2011-02-28,1,8
2011-02-28,2,0
2011-02-28,3,1
2011-02-28,4,0
2011-02-28,5,5
2011-02-28,6,28
2011-02-28,7,92
2011-02-28,8,255
2011-02-28,9,142
2011-02-28,10,92
2011-02-28,11,87
2011-02-28,12,36
2011-02-28,13,32
2011-02-28,14,25
2011-02-28,15,35
2011-02-28,16,42
2011-02-28,17,79
2011-02-28,18,131
2011-02-28,19,80
2011-02-28,20,45
2011-02-28,21,80
2011-02-28,22,76
2011-02-28,23,45
2011-03-01,0,7
2011-03-01,1,3
2011-03-01,2,4
2011-03-01,3,2
2011-03-01,4,1
2011-03-01,5,2
2011-03-01,6,46
2011-03-01,7,107
2011-03-01,8,214
2011-03-01,9,124
2011-03-01,10,68
2011-03-01,11,56
2011-03-01,12,86
2011-03-01,13,78
2011-03-01,14,79
2011-03-01,15,64
2011-03-01,16,102
2011-03-01,17,242
2011-03-01,18,224
2011-03-01,19,119
2011-03-01,20,88
2011-03-01,21,63
2011-03-01,22,47
2011-03-01,23,25
2011-03-02,0,8
2011-03-02,1,4
2011-03-02,2,2
2011-03-02,3,4
2011-03-02,4,1
2011-03-02,5,5
2011-03-02,6,40
2011-03-02,7,110
2011-03-02,8,256
2011-03-02,9,148
2011-03-02,10,76
2011-03-02,11,73
2011-03-02,12,82
2011-03-02,13,125
2011-03-02,14,96
2011-03-02,15,110
2011-03-02,16,139
2011-03-02,17,268
2011-03-02,18,201
2011-03-02,19,150
2011-03-02,20,95
2011-03-02,21,71
2011-03-02,22,48
2011-03-02,23,22
2011-03-03,0,13
2011-03-03,1,1
2011-03-03,2,3
2011-03-03,3,1
2011-03-03,4,1
2011-03-03,5,8
2011-03-03,6,35
2011-03-03,7,111
2011-03-03,8,220
2011-03-03,9,145
2011-03-03,10,56
2011-03-03,11,50
2011-03-03,12,72
2011-03-03,13,80
2011-03-03,14,78
2011-03-03,15,68
2011-03-03,16,71
2011-03-03,17,202
2011-03-03,18,167
2011-03-03,19,106
2011-03-03,20,70
2011-03-03,21,51
2011-03-03,22,53
2011-03-03,23,23
2011-03-04,0,12
2011-03-04,1,4
2011-03-04,2,2
2011-03-04,3,1
2011-03-04,4,1
2011-03-04,5,7
2011-03-04,6,29
2011-03-04,7,83
2011-03-04,8,228
2011-03-04,9,150
2011-03-04,10,66
2011-03-04,11,89
2011-03-04,12,97
2011-03-04,13,87
2011-03-04,14,95
2011-03-04,15,106
2011-03-04,16,118
2011-03-04,17,228
2011-03-04,18,187
2011-03-04,19,107
2011-03-04,20,87
2011-03-04,21,70
2011-03-04,22,44
2011-03-04,23,46
2011-03-05,0,19
2011-03-05,1,25
2011-03-05,2,20
2011-03-05,3,2
2011-03-05,4,1
2011-03-05,5,3
2011-03-05,6,4
2011-03-05,7,15
2011-03-05,8,45
2011-03-05,9,63
2011-03-05,10,103
2011-03-05,11,159
2011-03-05,12,167
2011-03-05,13,190
2011-03-05,14,198
2011-03-05,15,205
2011-03-05,16,204
2011-03-05,17,164
2011-03-05,18,152
2011-03-05,19,89
2011-03-05,20,70
2011-03-05,21,72
2011-03-05,22,63
2011-03-05,23,44
2011-03-06,0,52
2011-03-06,1,39
2011-03-06,2,32
2011-03-06,3,11
2011-03-06,4,3
2011-03-06,5,0
2011-03-06,6,2
2011-03-06,7,5
2011-03-06,8,9
2011-03-06,9,22
2011-03-06,10,31
2011-03-06,11,62
2011-03-06,12,79
2011-03-06,13,105
2011-03-06,14,39
2011-03-06,15,7
2011-03-06,16,11
2011-03-06,17,25
2011-03-06,18,23
2011-03-06,19,11
2011-03-06,20,11
2011-03-06,21,7
2011-03-06,22,10
2011-03-06,23,9
2011-03-07,0,4
2011-03-07,1,2
2011-03-07,2,0
2011-03-07,3,1
2011-03-07,4,1
2011-03-07,5,1
2011-03-07,6,34
2011-03-07,7,91
2011-03-07,8,211
2011-03-07,9,134
2011-03-07,10,58
2011-03-07,11,60
2011-03-07,12,96
2011-03-07,13,70
2011-03-07,14,77
2011-03-07,15,96
2011-03-07,16,122
2011-03-07,17,233
2011-03-07,18,233
2011-03-07,19,145
2011-03-07,20,92
2011-03-07,21,54
2011-03-07,22,35
2011-03-07,23,22
2011-03-08,0,10
2011-03-08,1,4
2011-03-08,2,1
2011-03-08,3,7
2011-03-08,4,2
2011-03-08,5,10
2011-03-08,6,45
2011-03-08,7,128
2011-03-08,8,257
2011-03-08,9,151
2011-03-08,10,71
2011-03-08,11,78
2011-03-08,12,99
2011-03-08,13,98
2011-03-08,14,72
2011-03-08,15,112
2011-03-08,16,108
2011-03-08,17,248
2011-03-08,18,235
2011-03-08,19,150
2011-03-08,20,76
2011-03-08,21,75
2011-03-08,22,55
2011-03-08,23,41
2011-03-09,0,9
2011-03-09,1,4
2011-03-09,2,2
2011-03-09,3,3
2011-03-09,4,2
2011-03-09,5,8
2011-03-09,6,49
2011-03-09,7,141
2011-03-09,8,249
2011-03-09,9,141
2011-03-09,10,57
2011-03-09,11,59
2011-03-09,12,98
2011-03-09,13,99
2011-03-09,14,71
2011-03-09,15,79
2011-03-09,16,112
2011-03-09,17,194
2011-03-09,18,188
2011-03-09,19,134
2011-03-09,20,91
2011-03-09,21,62
2011-03-09,22,21
2011-03-09,23,18
2011-03-10,0,3
2011-03-10,1,2
2011-03-10,2,1
2011-03-10,3,0
2011-03-10,4,0
2011-03-10,5,3
2011-03-10,6,12
2011-03-10,7,37
2011-03-10,8,44
2011-03-10,9,24
2011-03-10,10,17
2011-03-10,11,11
2011-03-10,12,34
2011-03-10,13,12
2011-03-10,14,12
2011-03-10,15,14
2011-03-10,16,21
2011-03-10,17,111
2011-03-10,18,82
2011-03-10,19,56
2011-03-10,20,38
2011-03-10,21,28
2011-03-10,22,34
2011-03-10,23,27
2011-03-11,0,6
2011-03-11,1,8
2011-03-11,2,5
2011-03-11,3,2
2011-03-11,4,0
2011-03-11,5,7
2011-03-11,6,32
2011-03-11,7,114
2011-03-11,8,259
2011-03-11,9,156
2011-03-11,10,78
2011-03-11,11,81
2011-03-11,12,111
2011-03-11,13,107
2011-03-11,14,89
2011-03-11,15,85
2011-03-11,16,113
2011-03-11,17,223
2011-03-11,18,153
2011-03-11,19,118
2011-03-11,20,76
2011-03-11,21,53
2011-03-11,22,64
2011-03-11,23,37
2011-03-12,0,34
2011-03-12,1,18
2011-03-12,2,14
2011-03-12,3,7
2011-03-12,4,1
2011-03-12,5,2
2011-03-12,6,4
2011-03-12,7,23
2011-03-12,8,53
2011-03-12,9,101
2011-03-12,10,99
2011-03-12,11,119
2011-03-12,12,158
2011-03-12,13,157
2011-03-12,14,166
2011-03-12,15,182
2011-03-12,16,244
2011-03-12,17,213
2011-03-12,18,145
2011-03-12,19,112
2011-03-12,20,86
2011-03-12,21,82
2011-03-12,22,63
2011-03-12,23,49
2011-03-13,0,38
2011-03-13,1,33
2011-03-13,2,0
2011-03-13,3,23
2011-03-13,4,13
2011-03-13,5,3
2011-03-13,6,2
2011-03-13,7,10
2011-03-13,8,34
2011-03-13,9,44
2011-03-13,10,122
2011-03-13,11,181
2011-03-13,12,194
2011-03-13,13,221
2011-03-13,14,250
2011-03-13,15,304
2011-03-13,16,256
2011-03-13,17,241
2011-03-13,18,147
2011-03-13,19,101
2011-03-13,20,77
2011-03-13,21,58
2011-03-13,22,37
2011-03-13,23,28
2011-03-14,0,11
2011-03-14,1,1
2011-03-14,2,1
2011-03-14,3,3
2011-03-14,4,0
2011-03-14,5,8
2011-03-14,6,28
2011-03-14,7,88
2011-03-14,8,241
2011-03-14,9,140
2011-03-14,10,84
2011-03-14,11,71
2011-03-14,12,94
2011-03-14,13,75
2011-03-14,14,79
2011-03-14,15,101
2011-03-14,16,107
2011-03-14,17,271
2011-03-14,18,235
2011-03-14,19,150
2011-03-14,20,129
2011-03-14,21,63
2011-03-14,22,47
2011-03-14,23,19
2011-03-15,0,14
2011-03-15,1,10
2011-03-15,2,3
2011-03-15,3,0
2011-03-15,4,2
2011-03-15,5,11
2011-03-15,6,35
2011-03-15,7,119
2011-03-15,8,282
2011-03-15,9,157
2011-03-15,10,78
2011-03-15,11,78
2011-03-15,12,102
2011-03-15,13,97
2011-03-15,14,88
2011-03-15,15,90
2011-03-15,16,114
2011-03-15,17,217
2011-03-15,18,225
2011-03-15,19,152
2011-03-15,20,88
2011-03-15,21,55
2011-03-15,22,21
2011-03-15,23,18
2011-03-16,0,8
2011-03-16,1,3
2011-03-16,2,0
2011-03-16,3,3
2011-03-16,4,1
2011-03-16,5,3
2011-03-16,6,31
2011-03-16,7,111
2011-03-16,8,253
2011-03-16,9,154
2011-03-16,10,68
2011-03-16,11,75
2011-03-16,12,88
2011-03-16,13,99
2011-03-16,14,100
2011-03-16,15,101
2011-03-16,16,151
2011-03-16,17,253
2011-03-16,18,237
2011-03-16,19,168
2011-03-16,20,121
2011-03-16,21,78
2011-03-16,22,59
2011-03-16,23,27
2011-03-17,0,23
2011-03-17,1,12
2011-03-17,2,8
2011-03-17,3,2
2011-03-17,4,3
2011-03-17,5,13
2011-03-17,6,51
2011-03-17,7,140
2011-03-17,8,299
2011-03-17,9,185
2011-03-17,10,78
2011-03-17,11,86
2011-03-17,12,105
2011-03-17,13,111
2011-03-17,14,119
2011-03-17,15,125
2011-03-17,16,142
2011-03-17,17,313
2011-03-17,18,310
2011-03-17,19,207
2011-03-17,20,137
2011-03-17,21,138
2011-03-17,22,87
2011-03-17,23,50
2011-03-18,0,29
2011-03-18,1,16
2011-03-18,2,14
2011-03-18,3,5
2011-03-18,4,0
2011-03-18,5,10
2011-03-18,6,36
2011-03-18,7,123
2011-03-18,8,280
2011-03-18,9,210
2011-03-18,10,117
2011-03-18,11,159
2011-03-18,12,195
2011-03-18,13,175
2011-03-18,14,174
2011-03-18,15,173
2011-03-18,16,204
2011-03-18,17,332
2011-03-18,18,331
2011-03-18,19,190
2011-03-18,20,149
2011-03-18,21,113
2011-03-18,22,118
2011-03-18,23,86
2011-03-19,0,76
2011-03-19,1,51
2011-03-19,2,25
2011-03-19,3,8
2011-03-19,4,3
2011-03-19,5,2
2011-03-19,6,10
2011-03-19,7,13
2011-03-19,8,48
2011-03-19,9,76
2011-03-19,10,140
2011-03-19,11,196
2011-03-19,12,267
2011-03-19,13,301
2011-03-19,14,312
2011-03-19,15,313
2011-03-19,16,304
2011-03-19,17,278
2011-03-19,18,217
2011-03-19,19,154
2011-03-19,20,108
2011-03-19,21,93
2011-03-19,22,72
2011-03-19,23,50
2011-03-20,0,40
2011-03-20,1,24
2011-03-20,2,30
2011-03-20,3,12
2011-03-20,4,3
2011-03-20,5,9
2011-03-20,6,4
2011-03-20,7,14
2011-03-20,8,37
2011-03-20,9,78
2011-03-20,10,136
2011-03-20,11,203
2011-03-20,12,228
2011-03-20,13,203
2011-03-20,14,279
2011-03-20,15,308
2011-03-20,16,224
2011-03-20,17,226
2011-03-20,18,156
2011-03-20,19,79
2011-03-20,20,67
2011-03-20,21,49
2011-03-20,22,38
2011-03-20,23,24
2011-03-21,0,13
2011-03-21,1,7
2011-03-21,2,6
2011-03-21,3,1
2011-03-21,4,0
2011-03-21,5,2
2011-03-21,6,32
2011-03-21,7,18
2011-03-21,8,98
2011-03-21,9,127
2011-03-21,10,62
2011-03-21,11,79
2011-03-21,12,81
2011-03-21,13,112
2011-03-21,14,101
2011-03-21,15,107
2011-03-21,16,141
2011-03-21,17,272
2011-03-21,18,276
2011-03-21,19,221
2011-03-21,20,122
2011-03-21,21,91
2011-03-21,22,78
2011-03-21,23,30
2011-03-22,0,11
2011-03-22,1,19
2011-03-22,2,1
2011-03-22,3,5
2011-03-22,4,1
2011-03-22,5,12
2011-03-22,6,60
2011-03-22,7,136
2011-03-22,8,336
2011-03-22,9,178
2011-03-22,10,124
2011-03-22,11,86
2011-03-22,12,121
2011-03-22,13,106
2011-03-22,14,101
2011-03-22,15,134
2011-03-22,16,165
2011-03-22,17,307
2011-03-22,18,312
2011-03-22,19,164
2011-03-22,20,135
2011-03-22,21,87
2011-03-22,22,70
2011-03-22,23,32
2011-03-23,0,11
2011-03-23,1,7
2011-03-23,2,2
2011-03-23,3,3
2011-03-23,4,0
2011-03-23,5,10
2011-03-23,6,44
2011-03-23,7,118
2011-03-23,8,261
2011-03-23,9,182
2011-03-23,10,75
2011-03-23,11,71
2011-03-23,12,87
2011-03-23,13,108
2011-03-23,14,84
2011-03-23,15,85
2011-03-23,16,136
2011-03-23,17,273
2011-03-23,18,238
2011-03-23,19,159
2011-03-23,20,75
2011-03-23,21,22
2011-03-23,22,44
2011-03-23,23,26
2011-03-24,0,11
2011-03-24,1,3
2011-03-24,2,6
2011-03-24,3,1
2011-03-24,4,1
2011-03-24,5,9
2011-03-24,6,41
2011-03-24,7,108
2011-03-24,8,124
2011-03-24,9,97
2011-03-24,10,65
2011-03-24,11,71
2011-03-24,12,94
2011-03-24,13,101
2011-03-24,14,83
2011-03-24,15,90
2011-03-24,16,84
2011-03-24,17,233
2011-03-24,18,214
2011-03-24,19,138
2011-03-24,20,118
2011-03-24,21,78
2011-03-24,22,62
2011-03-24,23,33
2011-03-25,0,18
2011-03-25,1,5
2011-03-25,2,5
2011-03-25,3,2
2011-03-25,4,5
2011-03-25,5,9
2011-03-25,6,32
2011-03-25,7,104
2011-03-25,8,237
2011-03-25,9,166
2011-03-25,10,68
2011-03-25,11,75
2011-03-25,12,145
2011-03-25,13,138
2011-03-25,14,133
2011-03-25,15,122
2011-03-25,16,150
2011-03-25,17,225
2011-03-25,18,198
2011-03-25,19,135
2011-03-25,20,81
2011-03-25,21,75
2011-03-25,22,43
2011-03-25,23,39
2011-03-26,0,28
2011-03-26,1,27
2011-03-26,2,25
2011-03-26,3,9
2011-03-26,4,6
2011-03-26,5,8
2011-03-26,6,10
2011-03-26,7,41
2011-03-26,8,66
2011-03-26,9,100
2011-03-26,10,125
2011-03-26,11,168
2011-03-26,12,227
2011-03-26,13,239
2011-03-26,14,216
2011-03-26,15,219
2011-03-26,16,248
2011-03-26,17,203
2011-03-26,18,153
2011-03-26,19,138
2011-03-26,20,85
2011-03-26,21,51
2011-03-26,22,63
2011-03-26,23,41
2011-03-27,0,31
2011-03-27,1,20
2011-03-27,2,21
2011-03-27,3,14
2011-03-27,4,6
2011-03-27,5,0
2011-03-27,6,2
2011-03-27,7,7
2011-03-27,8,14
2011-03-27,9,54
2011-03-27,10,86
2011-03-27,11,108
2011-03-27,12,163
2011-03-27,13,147
2011-03-27,14,164
2011-03-27,15,172
2011-03-27,16,143
2011-03-27,17,159
2011-03-27,18,137
2011-03-27,19,103
2011-03-27,20,57
2011-03-27,21,36
2011-03-27,22,30
2011-03-27,23,19
2011-03-28,0,12
2011-03-28,1,6
2011-03-28,2,5
2011-03-28,3,2
2011-03-28,4,0
2011-03-28,5,8
2011-03-28,6,40
2011-03-28,7,110
2011-03-28,8,254
2011-03-28,9,121
2011-03-28,10,69
2011-03-28,11,57
2011-03-28,12,79
2011-03-28,13,83
2011-03-28,14,80
2011-03-28,15,72
2011-03-28,16,132
2011-03-28,17,252
2011-03-28,18,241
2011-03-28,19,173
2011-03-28,20,112
2011-03-28,21,61
2011-03-28,22,40
2011-03-28,23,19
2011-03-29,0,16
2011-03-29,1,4
2011-03-29,2,3
2011-03-29,3,3
2011-03-29,4,2
2011-03-29,5,8
2011-03-29,6,50
2011-03-29,7,133
2011-03-29,8,287
2011-03-29,9,172
2011-03-29,10,59
2011-03-29,11,81
2011-03-29,12,106
2011-03-29,13,104
2011-03-29,14,86
2011-03-29,15,87
2011-03-29,16,136
2011-03-29,17,299
2011-03-29,18,294
2011-03-29,19,190
2011-03-29,20,132
2011-03-29,21,83
2011-03-29,22,55
2011-03-29,23,35
2011-03-30,0,11
2011-03-30,1,10
2011-03-30,2,4
2011-03-30,3,4
2011-03-30,4,1
2011-03-30,5,7
2011-03-30,6,48
2011-03-30,7,136
2011-03-30,8,263
2011-03-30,9,154
2011-03-30,10,64
2011-03-30,11,90
2011-03-30,12,80
2011-03-30,13,98
2011-03-30,14,80
2011-03-30,15,70
2011-03-30,16,36
2011-03-30,17,116
2011-03-30,18,85
2011-03-30,19,72
2011-03-30,20,44
2011-03-30,21,27
2011-03-30,22,24
2011-03-30,23,12
2011-03-31,0,3
2011-03-31,1,5
2011-03-31,2,5
2011-03-31,3,1
2011-03-31,4,2
2011-03-31,5,8
2011-03-31,6,36
2011-03-31,7,92
2011-03-31,8,192
2011-03-31,9,132
2011-03-31,10,69
2011-03-31,11,58
2011-03-31,12,90
2011-03-31,13,68
2011-03-31,14,76
2011-03-31,15,65
2011-03-31,16,85
2011-03-31,17,168
2011-03-31,18,177
2011-03-31,19,130
2011-03-31,20,85
2011-03-31,21,60
2011-03-31,22,51
2011-03-31,23,27
2011-04-01,0,6
2011-04-01,1,4
2011-04-01,2,7
2011-04-01,3,4
2011-04-01,4,3
2011-04-01,5,12
2011-04-01,6,28
2011-04-01,7,95
2011-04-01,8,206
2011-04-01,9,173
2011-04-01,10,75
2011-04-01,11,89
2011-04-01,12,95
2011-04-01,13,110
2011-04-01,14,87
2011-04-01,15,111
2011-04-01,16,167
2011-04-01,17,281
2011-04-01,18,241
2011-04-01,19,136
2011-04-01,20,77
2011-04-01,21,93
2011-04-01,22,74
2011-04-01,23,53
2011-04-02,0,32
2011-04-02,1,32
2011-04-02,2,21
2011-04-02,3,9
2011-04-02,4,5
2011-04-02,5,5
2011-04-02,6,12
2011-04-02,7,18
2011-04-02,8,55
2011-04-02,9,87
2011-04-02,10,154
2011-04-02,11,198
2011-04-02,12,184
2011-04-02,13,137
2011-04-02,14,190
2011-04-02,15,136
2011-04-02,16,196
2011-04-02,17,184
2011-04-02,18,179
2011-04-02,19,148
2011-04-02,20,85
2011-04-02,21,77
2011-04-02,22,55
2011-04-02,23,53
2011-04-03,0,39
2011-04-03,1,34
2011-04-03,2,24
2011-04-03,3,11
2011-04-03,4,3
2011-04-03,5,5
2011-04-03,6,33
2011-04-03,7,33
2011-04-03,8,62
2011-04-03,9,142
2011-04-03,10,215
2011-04-03,11,243
2011-04-03,12,313
2011-04-03,13,367
2011-04-03,14,349
2011-04-03,15,292
2011-04-03,16,303
2011-04-03,17,274
2011-04-03,18,172
2011-04-03,19,144
2011-04-03,20,79
2011-04-03,21,45
2011-04-03,22,36
2011-04-03,23,31
2011-04-04,0,6
2011-04-04,1,11
2011-04-04,2,2
2011-04-04,3,1
2011-04-04,4,2
2011-04-04,5,7
2011-04-04,6,46
2011-04-04,7,157
2011-04-04,8,339
2011-04-04,9,158
2011-04-04,10,90
2011-04-04,11,124
2011-04-04,12,157
2011-04-04,13,139
2011-04-04,14,123
2011-04-04,15,143
2011-04-04,16,189
2011-04-04,17,366
2011-04-04,18,386
2011-04-04,19,278
2011-04-04,20,173
2011-04-04,21,95
2011-04-04,22,75
2011-04-04,23,48
2011-04-05,0,22
2011-04-05,1,15
2011-04-05,2,5
2011-04-05,3,4
2011-04-05,4,2
2011-04-05,5,5
2011-04-05,6,38
2011-04-05,7,134
2011-04-05,8,157
2011-04-05,9,46
2011-04-05,10,28
2011-04-05,11,19
2011-04-05,12,38
2011-04-05,13,56
2011-04-05,14,76
2011-04-05,15,68
2011-04-05,16,130
2011-04-05,17,273
2011-04-05,18,267
2011-04-05,19,160
2011-04-05,20,91
2011-04-05,21,89
2011-04-05,22,46
2011-04-05,23,26
2011-04-06,0,15
2011-04-06,1,2
2011-04-06,2,5
2011-04-06,3,4
2011-04-06,4,1
2011-04-06,5,13
2011-04-06,6,56
2011-04-06,7,133
2011-04-06,8,325
2011-04-06,9,165
2011-04-06,10,69
2011-04-06,11,93
2011-04-06,12,134
2011-04-06,13,112
2011-04-06,14,115
2011-04-06,15,117
2011-04-06,16,169
2011-04-06,17,356
2011-04-06,18,325
2011-04-06,19,232
2011-04-06,20,141
2011-04-06,21,102
2011-04-06,22,84
2011-04-06,23,40
2011-04-07,0,20
2011-04-07,1,13
2011-04-07,2,7
2011-04-07,3,3
2011-04-07,4,1
2011-04-07,5,6
2011-04-07,6,64
2011-04-07,7,160
2011-04-07,8,314
2011-04-07,9,170
2011-04-07,10,95
2011-04-07,11,122
2011-04-07,12,153
2011-04-07,13,135
2011-04-07,14,157
2011-04-07,15,160
2011-04-07,16,213
2011-04-07,17,343
2011-04-07,18,333
2011-04-07,19,226
2011-04-07,20,203
2011-04-07,21,108
2011-04-07,22,81
2011-04-07,23,54
2011-04-08,0,25
2011-04-08,1,9
2011-04-08,2,13
2011-04-08,3,1
2011-04-08,4,1
2011-04-08,5,9
2011-04-08,6,35
2011-04-08,7,113
2011-04-08,8,221
2011-04-08,9,185
2011-04-08,10,73
2011-04-08,11,98
2011-04-08,12,80
2011-04-08,13,42
2011-04-08,14,15
2011-04-08,15,25
2011-04-08,16,60
2011-04-08,17,148
2011-04-08,18,62
2011-04-08,19,53
2011-04-08,20,63
2011-04-08,21,54
2011-04-08,22,51
2011-04-08,23,35
2011-04-09,0,31
2011-04-09,1,20
2011-04-09,2,17
2011-04-09,3,14
2011-04-09,4,3
2011-04-09,5,5
2011-04-09,6,13
2011-04-09,7,21
2011-04-09,8,54
2011-04-09,9,98
2011-04-09,10,133
2011-04-09,11,142
2011-04-09,12,202
2011-04-09,13,222
2011-04-09,14,212
2011-04-09,15,201
2011-04-09,16,191
2011-04-09,17,257
2011-04-09,18,177
2011-04-09,19,130
2011-04-09,20,93
2011-04-09,21,75
2011-04-09,22,87
2011-04-09,23,57
2011-04-10,0,53
2011-04-10,1,37
2011-04-10,2,36
2011-04-10,3,16
2011-04-10,4,5
2011-04-10,5,4
2011-04-10,6,4
2011-04-10,7,10
2011-04-10,8,55
2011-04-10,9,81
2011-04-10,10,150
2011-04-10,11,202
2011-04-10,12,230
2011-04-10,13,263
2011-04-10,14,281
2011-04-10,15,297
2011-04-10,16,288
2011-04-10,17,236
2011-04-10,18,240
2011-04-10,19,131
2011-04-10,20,92
2011-04-10,21,95
2011-04-10,22,57
2011-04-10,23,32
2011-04-11,0,23
2011-04-11,1,4
2011-04-11,2,9
2011-04-11,3,0
2011-04-11,4,1
2011-04-11,5,13
2011-04-11,6,61
2011-04-11,7,176
2011-04-11,8,314
2011-04-11,9,165
2011-04-11,10,96
2011-04-11,11,104
2011-04-11,12,134
2011-04-11,13,139
2011-04-11,14,145
2011-04-11,15,141
2011-04-11,16,235
2011-04-11,17,452
2011-04-11,18,383
2011-04-11,19,284
2011-04-11,20,166
2011-04-11,21,158
2011-04-11,22,91
2011-04-11,23,54
2011-04-12,0,24
2011-04-12,1,13
2011-04-12,2,14
2011-04-12,3,1
2011-04-12,4,6
2011-04-12,5,16
2011-04-12,6,58
2011-04-12,7,189
2011-04-12,8,226
2011-04-12,9,54
2011-04-12,10,40
2011-04-12,11,49
2011-04-12,12,92
2011-04-12,13,106
2011-04-12,14,44
2011-04-12,15,78
2011-04-12,16,99
2011-04-12,17,291
2011-04-12,18,224
2011-04-12,19,130
2011-04-12,20,103
2011-04-12,21,84
2011-04-12,22,54
2011-04-12,23,39
2011-04-13,0,15
2011-04-13,1,1
2011-04-13,2,2
2011-04-13,3,2
2011-04-13,4,3
2011-04-13,5,5
2011-04-13,6,34
2011-04-13,7,70
2011-04-13,8,164
2011-04-13,9,65
2011-04-13,10,46
2011-04-13,11,61
2011-04-13,12,95
2011-04-13,13,61
2011-04-13,14,106
2011-04-13,15,81
2011-04-13,16,142
2011-04-13,17,309
2011-04-13,18,321
2011-04-13,19,175
2011-04-13,20,126
2011-04-13,21,117
2011-04-13,22,99
2011-04-13,23,62
2011-04-14,0,21
2011-04-14,1,10
2011-04-14,2,3
2011-04-14,3,2
2011-04-14,4,9
2011-04-14,5,14
2011-04-14,6,70
2011-04-14,7,193
2011-04-14,8,337
2011-04-14,9,170
2011-04-14,10,89
2011-04-14,11,115
2011-04-14,12,145
2011-04-14,13,159
2011-04-14,14,137
2011-04-14,15,142
2011-04-14,16,202
2011-04-14,17,388
2011-04-14,18,337
2011-04-14,19,259
2011-04-14,20,169
2011-04-14,21,145
2011-04-14,22,104
2011-04-14,23,47
2011-04-15,0,27
2011-04-15,1,15
2011-04-15,2,18
2011-04-15,3,3
2011-04-15,4,3
2011-04-15,5,13
2011-04-15,6,47
2011-04-15,7,149
2011-04-15,8,300
2011-04-15,9,178
2011-04-15,10,122
2011-04-15,11,136
2011-04-15,12,200
2011-04-15,13,180
2011-04-15,14,163
2011-04-15,15,162
2011-04-15,16,243
2011-04-15,17,331
2011-04-15,18,263
2011-04-15,19,209
2011-04-15,20,118
2011-04-15,21,102
2011-04-15,22,80
2011-04-15,23,64
2011-04-16,0,43
2011-04-16,1,33
2011-04-16,2,24
2011-04-16,3,14
2011-04-16,4,5
2011-04-16,5,4
2011-04-16,6,10
2011-04-16,7,21
2011-04-16,8,45
2011-04-16,9,29
2011-04-16,10,22
2011-04-16,11,31
2011-04-16,12,32
2011-04-16,13,58
2011-04-16,14,63
2011-04-16,15,78
2011-04-16,16,33
2011-04-16,17,15
2011-04-16,18,38
2011-04-16,19,71
2011-04-16,20,53
2011-04-16,21,14
